"","Estacion","State","AsocPlot","Species","Trans","Perm","Number"
"1","Censo","Cesar","T2P3","Acromyrmex","Med","Fire",1
"2","Recenso","Cesar","T2P3","Brachymyrmex heeri","Med","Fire",8
"3","Censo","Cesar","T2P3","Camponotus coruscus","Med","Fire",1
"4","Recenso","Cesar","T2P3","Crematogaster","Med","Fire",1
"5","Censo","Cesar","T2P3","Cyphomyrmex","Med","Fire",2
"6","Recenso","Cesar","T2P3","Cyphomyrmex rimosus","Med","Fire",4
"7","Censo","Cesar","T2P3","Ectatomma ruidum","Med","Fire",15
"8","Recenso","Cesar","T2P3","Ectatomma ruidum","Med","Fire",133
"9","Censo","Cesar","T2P3","Forelius damiani","Med","Fire",1
"10","Censo","Cesar","T2P3","Gnamptogenys hartmanni","Med","Fire",1
"11","Recenso","Cesar","T2P3","Hypoponera opacior","Med","Fire",6
"12","Recenso","Cesar","T2P3","Linepithema neotropicum","Med","Fire",1
"13","Recenso","Cesar","T2P3","Monomorium floricola","Med","Fire",1
"14","Censo","Cesar","T2P3","Octostruma amrishi","Med","Fire",1
"15","Recenso","Cesar","T2P3","Odontomachus bauri","Med","Fire",6
"16","Recenso","Cesar","T2P3","Pachycondyla harpax","Med","Fire",1
"17","Recenso","Cesar","T2P3","Pheidole","Med","Fire",17
"18","Censo","Cesar","T2P3","Pheidole scalaris","Med","Fire",9
"19","Censo","Cesar","T2P3","Rogeria curvipubens","Med","Fire",1
"20","Recenso","Cesar","T2P3","Rogeria curvipubens","Med","Fire",1
"21","Recenso","Cesar","T2P3","Rogeria foreli","Med","Fire",1
"22","Recenso","Cesar","T2P3","Solenopsis","Med","Fire",17
"23","Censo","Cesar","T2P3","Solenopsis altinodis","Med","Fire",1
"24","Censo","Cesar","T2P3","Solenopsis geminata","Med","Fire",7
"25","Censo","Cesar","T2P3","Solenopsis pollux","Med","Fire",1
"26","Censo","Cesar","T2P3","Solenopsis subterrranea","Med","Fire",4
"27","Recenso","Cesar","T2P3","Strumigenys deltisquama","Med","Fire",15
"28","Recenso","Cesar","T2P3","Strumigenys elongata","Med","Fire",1
"29","Recenso","Cesar","T2P3","Strumigenys gundlachi","Med","Fire",2
"30","Recenso","Cesar","T2P3","Strumigenys marginiventris","Med","Fire",4
"31","Censo","Cesar","T2P3","Trachymyrmex bugnioni","Med","Fire",1
"32","Recenso","Cesar","T2P3","Trachymyrmex bugnioni","Med","Fire",1
"33","Censo","Cesar","T2P3","Trachymyrmex cornetzi","Med","Fire",4
"34","Recenso","Cesar","T2P3","Trachymyrmex cornetzi","Med","Fire",2
"35","Censo","Cesar","T2P3","Wasmannia auropunctata","Med","Fire",5
"36","Recenso","Cesar","T2P3","Wasmannia auropunctata","Med","Fire",40
"37","Recenso","Valle","T1P2","Acromyrmex octospinosus","High","High",1
"38","Censo","Guajira","T3P3","Acropyga smithi","High","High",9
"39","recenso","Guajira","T3P3","Acropyga smithi","High","High",2
"40","Censo","Valle","T1P2","Anochetus diegensis","High","High",6
"41","Recenso","Valle","T1P2","Anochetus diegensis","High","High",3
"42","Recenso","Valle","T2P2","Anochetus diegensis","High","High",1
"43","Censo","Valle","T3P2","Anochetus diegensis","High","High",1
"44","Censo","Guajira","T3P3","Anochetus diegensis","High","High",3
"45","recenso","Guajira","T3P3","Anochetus diegensis","High","High",2
"46","Censo","Valle","T1P2","Anochetus mayri","High","High",1
"47","Recenso","Valle","T1P2","Anochetus mayri","High","High",1
"48","Recenso","Valle","T3P2","Anochetus mayri","High","High",1
"49","Recenso","Huila","T3P3","Anochetus simoni","High","High",5
"50","Recenso","Bolivar","T3P1","Apterostigma dentigerum","High","High",1
"51","Censo","Valle","T3P2","Atta cephalotes","High","High",1
"52","Recenso","Huila","T3P3","Azteca alfari","High","High",1
"53","Censo","Valle","T3P2","Azteca schumanni","High","High",1
"54","Censo","Valle","T1P2","Brachymyrmex heeri","High","High",17
"55","Recenso","Valle","T1P2","Brachymyrmex heeri","High","High",3
"56","Censo","Valle","T2P2","Brachymyrmex heeri","High","High",1
"57","Recenso","Bolivar","T3P1","Brachymyrmex heeri","High","High",1
"58","Censo","Valle","T3P2","Brachymyrmex heeri","High","High",1
"59","Recenso","Valle","T3P2","Brachymyrmex heeri","High","High",5
"60","Censo","Huila","T3P3","Brachymyrmex heeri","High","High",68
"61","Recenso","Huila","T3P3","Brachymyrmex heeri","High","High",5
"62","Censo","Huila","T3P3","Brachymyrmex incisus","High","High",8
"63","Censo","Valle","T3P2","Camponotus brevis","High","High",2
"64","Recenso","Huila","T3P3","Camponotus brevis","High","High",1
"65","Censo","Guajira","T3P3","Camponotus claviscapus","High","High",1
"66","Censo","Huila","T3P3","Camponotus coruscus","High","High",2
"67","Recenso","Huila","T3P3","Camponotus coruscus","High","High",1
"68","Censo","Bolivar","T3P1","Camponotus fastigatus","High","High",1
"69","Censo","Tolima","T1P2","Cardiocondyla nuda","High","High",1
"70","Censo","Valle","T1P2","Carebara brevipilosa","High","High",428
"71","Recenso","Valle","T1P2","Carebara brevipilosa","High","High",206
"72","Censo","Guajira","T3P3","Carebara urichi","High","High",1
"73","Recenso","Valle","T1P2","Crematogaster","High","High",2
"74","Censo","Valle","T2P2","Crematogaster","High","High",3
"75","Recenso","Valle","T2P2","Crematogaster","High","High",1
"76","Recenso","Bolivar","T3P1","Crematogaster","High","High",21
"77","Censo","Valle","T3P2","Crematogaster","High","High",26
"78","Recenso","Valle","T3P2","Crematogaster","High","High",8
"79","recenso","Guajira","T3P3","Crematogaster","High","High",1
"80","Censo","Huila","T3P3","Crematogaster","High","High",1
"81","Recenso","Huila","T3P3","Crematogaster","High","High",1
"82","recenso","Guajira","T3P3","Cyphomyrmex cf. major","High","High",1
"83","Recenso","Tolima","T1P2","Cyphomyrmex costatus","High","High",11
"84","Censo","Bolivar","T3P1","Cyphomyrmex costatus","High","High",1
"85","Censo","Guajira","T3P3","Cyphomyrmex costatus","High","High",4
"86","recenso","Guajira","T3P3","Cyphomyrmex costatus","High","High",3
"87","Censo","Bolivar","T3P1","Cyphomyrmex minutus","High","High",1
"88","Censo","Guajira","T3P3","Cyphomyrmex minutus","High","High",9
"89","recenso","Guajira","T3P3","Cyphomyrmex minutus","High","High",11
"90","Censo","Tolima","T1P2","Cyphomyrmex rimosus","High","High",1
"91","Recenso","Tolima","T1P2","Cyphomyrmex rimosus","High","High",3
"92","Censo","Valle","T1P2","Cyphomyrmex rimosus","High","High",12
"93","Recenso","Valle","T1P2","Cyphomyrmex rimosus","High","High",10
"94","Censo","Valle","T2P2","Cyphomyrmex rimosus","High","High",37
"95","Recenso","Valle","T2P2","Cyphomyrmex rimosus","High","High",10
"96","Censo","Valle","T3P2","Cyphomyrmex rimosus","High","High",33
"97","Recenso","Valle","T3P2","Cyphomyrmex rimosus","High","High",109
"98","Censo","Huila","T3P3","Cyphomyrmex rimosus","High","High",2
"99","Recenso","Huila","T3P3","Cyphomyrmex rimosus","High","High",88
"100","Censo","Valle","T2P2","Discothyrea","High","High",1
"101","Censo","Guajira","T3P3","Discothyrea horni","High","High",1
"102","recenso","Guajira","T3P3","Discothyrea horni","High","High",1
"103","recenso","Guajira","T3P3","Discothyrea neotropica","High","High",1
"104","Recenso","Valle","T2P2","Dolichoderus bispinosus","High","High",1
"105","Censo","Bolivar","T3P1","Dolichoderus bispinosus","High","High",1
"106","Censo","Huila","T3P3","Dolichoderus bispinosus","High","High",25
"107","Censo","Tolima","T1P2","Ectatomma ruidum","High","High",197
"108","Recenso","Tolima","T1P2","Ectatomma ruidum","High","High",74
"109","Recenso","Valle","T2P2","Ectatomma ruidum","High","High",8
"110","Recenso","Bolivar","T3P1","Ectatomma ruidum","High","High",3
"111","Recenso","Valle","T3P2","Ectatomma ruidum","High","High",2
"112","Censo","Guajira","T3P3","Ectatomma ruidum","High","High",15
"113","recenso","Guajira","T3P3","Ectatomma ruidum","High","High",13
"114","Censo","Huila","T3P3","Ectatomma ruidum","High","High",6
"115","Recenso","Huila","T3P3","Ectatomma ruidum","High","High",4
"116","Recenso","Bolivar","T3P1","Ectatomma tuberculatum","High","High",2
"117","Censo","Valle","T3P2","Ectatomma tuberculatum","High","High",1
"118","Recenso","Valle","T3P2","Ectatomma tuberculatum","High","High",1
"119","Censo","Guajira","T3P3","Ectatomma tuberculatum","High","High",2
"120","recenso","Guajira","T3P3","Ectatomma tuberculatum","High","High",1
"121","Recenso","Huila","T3P3","Ectatomma tuberculatum","High","High",1
"122","Censo","Guajira","T3P3","Europalothrix pililufera","High","High",1
"123","Censo","Valle","T1P2","Gnamptogenys","High","High",8
"124","Censo","Guajira","T3P3","Gnamptogenys hartmanni","High","High",1
"125","Censo","Valle","T1P2","Gnamptogenys horni","High","High",3
"126","Recenso","Valle","T1P2","Gnamptogenys horni","High","High",10
"127","Recenso","Valle","T2P2","Gnamptogenys horni","High","High",6
"128","Recenso","Valle","T3P2","Gnamptogenys horni","High","High",7
"129","Censo","Guajira","T3P3","Gnamptogenys regularis","High","High",1
"130","Censo","Valle","T1P2","Gnamptogenys striatula","High","High",186
"131","Recenso","Valle","T1P2","Gnamptogenys striatula","High","High",44
"132","Censo","Valle","T2P2","Gnamptogenys striatula","High","High",176
"133","Recenso","Valle","T2P2","Gnamptogenys striatula","High","High",17
"134","Recenso","Valle","T3P2","Gnamptogenys striatula","High","High",1
"135","Censo","Bolivar","T3P1","Hylomyrma reitteri","High","High",5
"136","Censo","Valle","T1P2","Hypoponera","High","High",33
"137","Recenso","Valle","T1P2","Hypoponera","High","High",55
"138","Censo","Valle","T2P2","Hypoponera","High","High",8
"139","Recenso","Valle","T2P2","Hypoponera","High","High",14
"140","Censo","Valle","T3P2","Hypoponera","High","High",4
"141","Recenso","Valle","T3P2","Hypoponera","High","High",3
"142","Recenso","Bolivar","T3P1","Hypoponera opacior","High","High",5
"143","Recenso","Huila","T3P3","Hypoponera opacior","High","High",1
"144","Recenso","Huila","T3P3","Hypoponera parva","High","High",3
"145","Censo","Bolivar","T3P1","Labidus coecus","High","High",1
"146","Censo","Guajira","T3P3","Labidus coecus","High","High",1
"147","recenso","Guajira","T3P3","Labidus coecus","High","High",3
"148","Recenso","Tolima","T1P2","Linepithema neotropicum","High","High",57
"149","Censo","Valle","T1P2","Linepithema neotropicum","High","High",20
"150","Recenso","Valle","T1P2","Linepithema neotropicum","High","High",10
"151","Censo","Guajira","T3P3","Megalomyrmex silvestrii","High","High",2
"152","Recenso","Valle","T1P2","Monomorium floricola","High","High",2
"153","Recenso","Valle","T2P2","Monomorium floricola","High","High",1
"154","Censo","Bolivar","T3P1","Monomorium floricola","High","High",1
"155","Recenso","Huila","T3P3","Monomorium floricola","High","High",1
"156","Recenso","Tolima","T1P2","Myrmicocrypta urichi","High","High",5
"157","Recenso","Valle","T1P2","Myrmicocrypta urichi","High","High",1
"158","Censo","Valle","T2P2","Neivamyrmex swainsonii","High","High",5
"159","Censo","Bolivar","T3P1","Neoponera apicalis","High","High",2
"160","Recenso","Bolivar","T3P1","Neoponera apicalis","High","High",5
"161","Censo","Guajira","T3P3","Neoponera verenae","High","High",1
"162","Censo","Valle","T1P2","Nesomyrmex pleuriticus","High","High",1
"163","Censo","Valle","T1P2","Nylanderia nodifera","High","High",70
"164","Recenso","Bolivar","T3P1","Nylanderia nodifera","High","High",46
"165","Censo","Huila","T3P3","Nylanderia nodifera","High","High",4
"166","Recenso","Huila","T3P3","Nylanderia nodifera","High","High",78
"167","Censo","Guajira","T3P3","Nylanderia steinheili","High","High",13
"168","recenso","Guajira","T3P3","Nylanderia steinheili","High","High",7
"169","Censo","Bolivar","T3P1","Octostruma amrishi","High","High",2
"170","recenso","Guajira","T3P3","Octostruma amrishi","High","High",1
"171","Censo","Bolivar","T3P1","Octostruma balzani","High","High",1
"172","Censo","Guajira","T3P3","Octostruma iheringi","High","High",4
"173","Recenso","Huila","T3P3","Octostruma iheringi","High","High",2
"174","Censo","Tolima","T1P2","Odontomachus bauri","High","High",4
"175","Recenso","Tolima","T1P2","Odontomachus bauri","High","High",1
"176","Censo","Bolivar","T3P1","Odontomachus bauri","High","High",7
"177","Recenso","Bolivar","T3P1","Odontomachus bauri","High","High",19
"178","Censo","Guajira","T3P3","Odontomachus bauri","High","High",6
"179","recenso","Guajira","T3P3","Odontomachus bauri","High","High",6
"180","Censo","Huila","T3P3","Odontomachus bauri","High","High",13
"181","Recenso","Huila","T3P3","Odontomachus bauri","High","High",14
"182","Censo","Valle","T1P2","Odontomachus chelifer","High","High",6
"183","Recenso","Valle","T1P2","Odontomachus chelifer","High","High",3
"184","Censo","Valle","T2P2","Odontomachus chelifer","High","High",6
"185","Recenso","Valle","T2P2","Odontomachus chelifer","High","High",3
"186","Censo","Valle","T3P2","Odontomachus chelifer","High","High",9
"187","Recenso","Valle","T3P2","Odontomachus chelifer","High","High",7
"188","Recenso","Valle","T2P2","Odontomachus erythrocephalus","High","High",3
"189","Censo","Valle","T3P2","Odontomachus erythrocephalus","High","High",2
"190","Recenso","Valle","T3P2","Odontomachus erythrocephalus","High","High",6
"191","Censo","Valle","T1P2","Pachycondyla harpax","High","High",1
"192","Recenso","Valle","T1P2","Pachycondyla harpax","High","High",7
"193","Censo","Valle","T2P2","Pachycondyla harpax","High","High",5
"194","Recenso","Valle","T2P2","Pachycondyla harpax","High","High",3
"195","Censo","Bolivar","T3P1","Pachycondyla harpax","High","High",4
"196","Recenso","Bolivar","T3P1","Pachycondyla harpax","High","High",9
"197","Censo","Valle","T3P2","Pachycondyla harpax","High","High",4
"198","Censo","Guajira","T3P3","Pachycondyla harpax","High","High",3
"199","recenso","Guajira","T3P3","Pachycondyla harpax","High","High",4
"200","Censo","Valle","T1P2","Pachycondyla impressa","High","High",1
"201","Recenso","Valle","T1P2","Pachycondyla impressa","High","High",6
"202","Recenso","Bolivar","T3P1","Pachycondyla impressa","High","High",5
"203","Censo","Guajira","T3P3","Pachycondyla impressa","High","High",1
"204","recenso","Guajira","T3P3","Pachycondyla impressa","High","High",3
"205","Censo","Huila","T3P3","Pachycondyla impressa","High","High",4
"206","Censo","Valle","T3P2","Paratrechina longicornis","High","High",1
"207","Censo","Huila","T3P3","Paratrechina longicornis","High","High",3
"208","Censo","Tolima","T1P2","Pheidole","High","High",10
"209","Recenso","Tolima","T1P2","Pheidole","High","High",29
"210","Censo","Valle","T1P2","Pheidole","High","High",23
"211","Recenso","Valle","T1P2","Pheidole","High","High",13
"212","Censo","Valle","T2P2","Pheidole","High","High",6
"213","Recenso","Valle","T2P2","Pheidole","High","High",5
"214","Recenso","Bolivar","T3P1","Pheidole","High","High",18
"215","Censo","Valle","T3P2","Pheidole","High","High",10
"216","Recenso","Valle","T3P2","Pheidole","High","High",8
"217","Censo","Huila","T3P3","Pheidole","High","High",23
"218","Recenso","Huila","T3P3","Pheidole","High","High",38
"219","Censo","Bolivar","T3P1","Pheidole scalaris","High","High",2
"220","Censo","Guajira","T3P3","Pheidole scalaris","High","High",6
"221","recenso","Guajira","T3P3","Pheidole scalaris","High","High",2
"222","Recenso","Bolivar","T3P1","Pogonomyrmex mayri","High","High",10
"223","recenso","Guajira","T3P3","Probolomyrmex boliviensis","High","High",1
"224","Recenso","Huila","T3P3","Pseudomyrmex boopis","High","High",4
"225","Censo","Guajira","T3P3","Rasopone arhuaca","High","High",6
"226","recenso","Guajira","T3P3","Rasopone arhuaca","High","High",5
"227","Censo","Guajira","T3P3","Rhopalothrix isthmica","High","High",1
"228","Censo","Guajira","T3P3","Rogeria belti","High","High",3
"229","recenso","Guajira","T3P3","Rogeria belti","High","High",1
"230","Recenso","Valle","T2P2","Rogeria curvipubens","High","High",2
"231","Censo","Valle","T3P2","Rogeria curvipubens","High","High",3
"232","Recenso","Valle","T3P2","Rogeria curvipubens","High","High",14
"233","Censo","Guajira","T3P3","Rogeria curvipubens","High","High",8
"234","recenso","Guajira","T3P3","Rogeria curvipubens","High","High",5
"235","Censo","Valle","T1P2","Rogeria foreli","High","High",15
"236","Recenso","Valle","T1P2","Rogeria foreli","High","High",31
"237","Censo","Valle","T2P2","Rogeria foreli","High","High",27
"238","Recenso","Valle","T2P2","Rogeria foreli","High","High",3
"239","Censo","Valle","T3P2","Rogeria foreli","High","High",4
"240","Recenso","Valle","T3P2","Rogeria foreli","High","High",3
"241","Censo","Guajira","T3P3","Rogeria foreli","High","High",8
"242","recenso","Guajira","T3P3","Rogeria foreli","High","High",2
"243","Censo","Huila","T3P3","Rogeria foreli","High","High",1
"244","Recenso","Huila","T3P3","Rogeria foreli","High","High",1
"245","Censo","Valle","T1P2","Sericomyrmex amabilis","High","High",3
"246","Recenso","Valle","T1P2","Sericomyrmex amabilis","High","High",1
"247","Censo","Valle","T2P2","Sericomyrmex amabilis","High","High",23
"248","Recenso","Valle","T2P2","Sericomyrmex amabilis","High","High",6
"249","Recenso","Bolivar","T3P1","Sericomyrmex amabilis","High","High",4
"250","Censo","Valle","T3P2","Sericomyrmex amabilis","High","High",14
"251","Recenso","Valle","T3P2","Sericomyrmex amabilis","High","High",3
"252","Censo","Tolima","T1P2","Solenopsis","High","High",4
"253","Recenso","Tolima","T1P2","Solenopsis","High","High",17
"254","Censo","Valle","T1P2","Solenopsis","High","High",9
"255","Recenso","Valle","T1P2","Solenopsis","High","High",10
"256","Censo","Valle","T2P2","Solenopsis","High","High",13
"257","Recenso","Valle","T2P2","Solenopsis","High","High",13
"258","Recenso","Bolivar","T3P1","Solenopsis","High","High",9
"259","Censo","Valle","T3P2","Solenopsis","High","High",10
"260","Recenso","Valle","T3P2","Solenopsis","High","High",9
"261","Censo","Huila","T3P3","Solenopsis","High","High",5
"262","Recenso","Huila","T3P3","Solenopsis","High","High",17
"263","Censo","Guajira","T3P3","Solenopsis bicolor","High","High",1
"264","recenso","Guajira","T3P3","Solenopsis cf. picea","High","High",1
"265","Censo","Bolivar","T3P1","Solenopsis geminata","High","High",2
"266","Censo","Guajira","T3P3","Solenopsis pigmea","High","High",6
"267","recenso","Guajira","T3P3","Solenopsis pigmea","High","High",1
"268","Censo","Bolivar","T3P1","Solenopsis pollux","High","High",2
"269","Censo","Guajira","T3P3","Solenopsis pollux","High","High",7
"270","recenso","Guajira","T3P3","Solenopsis pollux","High","High",2
"271","Censo","Guajira","T3P3","Solenopsis subterrranea","High","High",7
"272","Censo","Guajira","T3P3","Strumigenys deltisquama","High","High",7
"273","recenso","Guajira","T3P3","Strumigenys deltisquama","High","High",1
"274","Censo","Guajira","T3P3","Strumigenys eggersi","High","High",3
"275","recenso","Guajira","T3P3","Strumigenys eggersi","High","High",3
"276","Censo","Valle","T1P2","Strumigenys elongata","High","High",2
"277","Recenso","Valle","T3P2","Strumigenys elongata","High","High",1
"278","Censo","Guajira","T3P3","Strumigenys elongata","High","High",6
"279","recenso","Guajira","T3P3","Strumigenys elongata","High","High",5
"280","Recenso","Huila","T3P3","Strumigenys elongata","High","High",3
"281","Censo","Valle","T1P2","Strumigenys grytava","High","High",1
"282","Recenso","Valle","T1P2","Strumigenys grytava","High","High",4
"283","Censo","Valle","T2P2","Strumigenys grytava","High","High",1
"284","Recenso","Valle","T2P2","Strumigenys grytava","High","High",2
"285","Censo","Guajira","T3P3","Strumigenys grytava","High","High",5
"286","recenso","Guajira","T3P3","Strumigenys grytava","High","High",3
"287","Recenso","Huila","T3P3","Strumigenys grytava","High","High",9
"288","Recenso","Valle","T1P2","Strumigenys gundlachi","High","High",47
"289","Censo","Valle","T2P2","Strumigenys gundlachi","High","High",11
"290","Recenso","Valle","T2P2","Strumigenys gundlachi","High","High",5
"291","Recenso","Bolivar","T3P1","Strumigenys gundlachi","High","High",7
"292","Censo","Valle","T3P2","Strumigenys gundlachi","High","High",5
"293","Recenso","Valle","T3P2","Strumigenys gundlachi","High","High",11
"294","Recenso","Huila","T3P3","Strumigenys gundlachi","High","High",19
"295","recenso","Guajira","T3P3","Strumigenys marginiventris","High","High",2
"296","Recenso","Valle","T3P2","Strumigenys perparva","High","High",14
"297","Recenso","Huila","T3P3","Strumigenys perparva","High","High",11
"298","Recenso","Bolivar","T3P1","Tapinoma melanocephalum","High","High",1
"299","Censo","Guajira","T3P3","Tapinoma melanocephalum","High","High",2
"300","Censo","Valle","T3P2","Tetramorium simillimum","High","High",1
"301","Censo","Valle","T3P2","Thaumatomyrmex zeteki","High","High",1
"302","Censo","Bolivar","T3P1","Trachymyrmex bugnioni","High","High",4
"303","Recenso","Bolivar","T3P1","Trachymyrmex bugnioni","High","High",1
"304","Censo","Guajira","T3P3","Trachymyrmex bugnioni","High","High",2
"305","recenso","Guajira","T3P3","Trachymyrmex bugnioni","High","High",1
"306","Recenso","Valle","T1P2","Trachymyrmex cornetzi","High","High",1
"307","Recenso","Valle","T2P2","Trachymyrmex cornetzi","High","High",1
"308","Censo","Valle","T3P2","Trachymyrmex cornetzi","High","High",5
"309","Censo","Guajira","T3P3","Trachymyrmex cornetzi","High","High",3
"310","recenso","Guajira","T3P3","Trachymyrmex cornetzi","High","High",3
"311","Recenso","Valle","T1P2","Trachymyrmex irmgardae","High","High",1
"312","Censo","Huila","T3P3","Trachymyrmex irmgardae","High","High",1
"313","Recenso","Huila","T3P3","Trachymyrmex irmgardae","High","High",3
"314","Censo","Valle","T3P2","Tranopelta gilva","High","High",9
"315","Censo","Guajira","T3P3","Tranopelta gilva","High","High",1
"316","recenso","Guajira","T3P3","Tranopelta gilva","High","High",1
"317","Censo","Bolivar","T3P1","Trichomyrmex destructor","High","High",1
"318","Recenso","Tolima","T1P2","Wasmannia auropunctata","High","High",12
"319","Censo","Valle","T1P2","Wasmannia auropunctata","High","High",6
"320","Recenso","Valle","T1P2","Wasmannia auropunctata","High","High",376
"321","Censo","Valle","T2P2","Wasmannia auropunctata","High","High",563
"322","Recenso","Valle","T2P2","Wasmannia auropunctata","High","High",92
"323","Censo","Bolivar","T3P1","Wasmannia auropunctata","High","High",2
"324","Censo","Valle","T3P2","Wasmannia auropunctata","High","High",490
"325","Recenso","Valle","T3P2","Wasmannia auropunctata","High","High",1534
"326","Censo","Guajira","T3P3","Wasmannia auropunctata","High","High",15
"327","recenso","Guajira","T3P3","Wasmannia auropunctata","High","High",14
"328","Censo","Bolivar","T2P3","Acropyga exsanguis","Low","High",1
"329","Recenso","Bolivar","T2P3","Acropyga exsanguis","Low","High",2
"330","Censo","Guajira","T2P1","Anochetus diegensis","Low","High",5
"331","recenso","Guajira","T2P1","Anochetus diegensis","Low","High",6
"332","Recenso","Bolivar","T2P3","Anochetus diegensis","Low","High",3
"333","Recenso","Tolima","T2P3","Anochetus simoni","Low","High",2
"334","Censo","Guajira","T2P1","Apterostigma pilosum","Low","High",1
"335","Censo","Huila","T2P2","Atta cephalotes","Low","High",245
"336","Recenso","Tolima","T2P3","Atta colombica","Low","High",1
"337","recenso","Guajira","T2P1","Brachymyrmex","Low","High",1
"338","Recenso","Huila","T2P2","Brachymyrmex heeri","Low","High",12
"339","Censo","Bolivar","T2P3","Camponotus atriceps","Low","High",1
"340","Censo","Bolivar","T2P3","Cephalotes porrasi","Low","High",1
"341","Recenso","Huila","T2P2","Crematogaster","Low","High",1
"342","Recenso","Bolivar","T2P3","Crematogaster","Low","High",1
"343","Recenso","Tolima","T2P3","Crematogaster","Low","High",1
"344","Censo","Guajira","T2P1","Crematogaster flavosensitiva","Low","High",3
"345","Censo","Bolivar","T2P3","Crematogaster flavosensitiva","Low","High",1
"346","Censo","Bolivar","T2P3","Crematogaster limata","Low","High",1
"347","recenso","Guajira","T2P1","Crematogaster rochai","Low","High",2
"348","Censo","Guajira","T2P1","Cyphomyrmex","Low","High",1
"349","Censo","Guajira","T2P1","Cyphomyrmex costatus","Low","High",3
"350","recenso","Guajira","T2P1","Cyphomyrmex costatus","Low","High",3
"351","Censo","Bolivar","T2P3","Cyphomyrmex costatus","Low","High",1
"352","Recenso","Bolivar","T2P3","Cyphomyrmex costatus","Low","High",1
"353","Recenso","Tolima","T2P3","Cyphomyrmex costatus","Low","High",14
"354","Censo","Guajira","T2P1","Cyphomyrmex minutus","Low","High",5
"355","recenso","Guajira","T2P1","Cyphomyrmex minutus","Low","High",8
"356","Censo","Huila","T2P2","Cyphomyrmex rimosus","Low","High",1
"357","Recenso","Huila","T2P2","Cyphomyrmex rimosus","Low","High",46
"358","Recenso","Bolivar","T2P3","Cyphomyrmex rimosus","Low","High",17
"359","Recenso","Tolima","T2P3","Cyphomyrmex rimosus","Low","High",4
"360","Recenso","Huila","T2P2","Discothyrea","Low","High",5
"361","Censo","Guajira","T2P1","Discothyrea neotropica","Low","High",3
"362","recenso","Guajira","T2P1","Discothyrea neotropica","Low","High",1
"363","Censo","Guajira","T2P1","Eciton vagans","Low","High",1
"364","Censo","Huila","T2P2","Ectatomma confine","Low","High",53
"365","Recenso","Huila","T2P2","Ectatomma confine","Low","High",24
"366","Censo","Guajira","T2P1","Ectatomma ruidum","Low","High",8
"367","recenso","Guajira","T2P1","Ectatomma ruidum","Low","High",11
"368","Censo","Tolima","T2P3","Ectatomma ruidum","Low","High",89
"369","Censo","Guajira","T2P1","Ectatomma tuberculatum","Low","High",1
"370","Censo","Bolivar","T2P3","Ectatomma tuberculatum","Low","High",1
"371","recenso","Guajira","T2P1","Fulakora lurilabes","Low","High",1
"372","Censo","Guajira","T2P1","Hylomyrma columbica","Low","High",1
"373","recenso","Guajira","T2P1","Hylomyrma columbica","Low","High",1
"374","Recenso","Bolivar","T2P3","Hylomyrma reitteri","Low","High",1
"375","Recenso","Tolima","T2P3","Hypoponera","Low","High",14
"376","Recenso","Bolivar","T2P3","Hypoponera opacior","Low","High",1
"377","Censo","Tolima","T2P3","Labidus coecus","Low","High",3
"378","Censo","Huila","T2P2","Linepithema neotropicum","Low","High",1
"379","Recenso","Huila","T2P2","Linepithema neotropicum","Low","High",34
"380","Censo","Tolima","T2P3","Linepithema neotropicum","Low","High",39
"381","Recenso","Bolivar","T2P3","Mayaponera constricta","Low","High",4
"382","Censo","Bolivar","T2P3","Megalomyrmex drifti","Low","High",1
"383","Recenso","Bolivar","T2P3","Megalomyrmex longinoi","Low","High",14
"384","Censo","Guajira","T2P1","Megalomyrmex silvestrii","Low","High",2
"385","recenso","Guajira","T2P1","Megalomyrmex silvestrii","Low","High",2
"386","Censo","Bolivar","T2P3","Megalomyrmex silvestrii","Low","High",1
"387","Recenso","Bolivar","T2P3","Megalomyrmex silvestrii","Low","High",1
"388","Recenso","Tolima","T2P3","Megalomyrmex silvestrii","Low","High",1
"389","Censo","Tolima","T2P3","Monomorium floricola","Low","High",1
"390","Recenso","Huila","T2P2","Myrmicocrypta urichi","Low","High",4
"391","Recenso","Bolivar","T2P3","Myrmicocrypta urichi","Low","High",3
"392","Censo","Tolima","T2P3","Myrmicocrypta urichi","Low","High",2
"393","recenso","Guajira","T2P1","Neoponera verenae","Low","High",2
"394","recenso","Guajira","T2P1","Nomamyrmex esenbeekii","Low","High",1
"395","Recenso","Bolivar","T2P3","Nylanderia nodifera","Low","High",16
"396","Recenso","Tolima","T2P3","Nylanderia nodifera","Low","High",6
"397","Censo","Guajira","T2P1","Nylanderia steinheili","Low","High",1
"398","recenso","Guajira","T2P1","Nylanderia steinheili","Low","High",3
"399","Censo","Bolivar","T2P3","Nylanderia steinheili","Low","High",4
"400","Censo","Bolivar","T2P3","Octostruma amrishi","Low","High",2
"401","Recenso","Huila","T2P2","Octostruma balzani","Low","High",1
"402","Censo","Guajira","T2P1","Octostruma iheringi","Low","High",2
"403","Censo","Guajira","T2P1","Odontomachus bauri","Low","High",12
"404","recenso","Guajira","T2P1","Odontomachus bauri","Low","High",5
"405","Censo","Huila","T2P2","Odontomachus bauri","Low","High",11
"406","Recenso","Huila","T2P2","Odontomachus bauri","Low","High",3
