"","Proyecto","Estacion","Departamento","CodPuntoConteo","Familia","Especie","PlotAsoc","Trans_c","Perm_c","individuos"
"233","GEF","Lluviosa","Cesar","L_C_MA_7","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",1
"234","GEF","Seca","Cesar","S_C_MA_32","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",2
"235","GEF","Seca","Cesar","S_C_MA_33","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",1
"236","GEF","Seca","Cesar","S_C_MA_34","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",1
"237","GEF","Seca","Cesar","S_C_MA_35","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",1
"238","GEF","Seca","Cesar","S_C_MA_36","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",1
"239","GEF","Seca","Cesar","S_C_MA_37","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",1
"240","GEF","Seca","Cesar","S_C_MA_38","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",2
"241","GEF","Lluviosa","Cesar","L_C_MA_2","Tyrannidae","Todirostrum cinereum ","T2P3","Medium","Fire",1
"242","GEF","Lluviosa","Cesar","L_C_MA_1","Tyrannidae","Tolmomyias flaviventris","T2P3","Medium","Fire",1
"243","GEF","Lluviosa","Cesar","L_C_MA_2","Tyrannidae","Tolmomyias flaviventris","T2P3","Medium","Fire",1
"244","GEF","Lluviosa","Cesar","L_C_MA_6","Tyrannidae","Tolmomyias flaviventris","T2P3","Medium","Fire",1
"245","GEF","Seca","Cesar","S_C_MA_33","Tyrannidae","Tolmomyias flaviventris","T2P3","Medium","Fire",1
"246","GEF","Seca","Cesar","S_C_MA_38","Tyrannidae","Tolmomyias flaviventris","T2P3","Medium","Fire",2
"247","GEF","Seca","Cesar","S_C_MA_39","Tyrannidae","Tolmomyias flaviventris","T2P3","Medium","Fire",1
"248","GEF","Lluviosa","Cesar","L_C_MA_3","Tyrannidae","Tolmomyias sulphurescens","T2P3","Medium","Fire",1
"249","GEF","Lluviosa","Cesar","L_C_MA_4","Tyrannidae","Tolmomyias sulphurescens","T2P3","Medium","Fire",1
"250","GEF","Lluviosa","Cesar","L_C_MA_5","Tyrannidae","Tolmomyias sulphurescens","T2P3","Medium","Fire",1
"251","GEF","Seca","Cesar","S_C_MA_39","Tyrannidae","Tolmomyias sulphurescens","T2P3","Medium","Fire",1
"252","GEF","Lluviosa","Cesar","L_C_MA_1","Turdidae","Turdus leucomelas","T2P3","Medium","Fire",2
"253","GEF","Lluviosa","Cesar","L_C_MA_2","Turdidae","Turdus leucomelas","T2P3","Medium","Fire",1
"254","GEF","Lluviosa","Cesar","L_C_MA_3","Turdidae","Turdus leucomelas","T2P3","Medium","Fire",1
"255","GEF","Lluviosa","Cesar","L_C_MA_5","Turdidae","Turdus leucomelas","T2P3","Medium","Fire",1
"256","GEF","Seca","Cesar","S_C_MA_35","Turdidae","Turdus leucomelas","T2P3","Medium","Fire",2
"257","GEF","Seca","Cesar","S_C_MA_36","Turdidae","Turdus leucomelas","T2P3","Medium","Fire",1
"258","GEF","Lluviosa","Cesar","L_C_MA_5","Tyrannidae","Tyrannulus elatus","T2P3","Medium","Fire",1
"259","GEF","Lluviosa","Cesar","L_C_MA_2","Vireonidae","Vireo olivaceus","T2P3","Medium","Fire",1
"260","GEF","Lluviosa","Cesar","L_C_MA_5","Vireonidae","Vireo olivaceus","T2P3","Medium","Fire",1
"261","GEF","Lluviosa","Cesar","L_C_MA_6","Vireonidae","Vireo olivaceus","T2P3","Medium","Fire",1
"262","GEF","Seca","Cesar","S_C_MA_35","Vireonidae","Vireo olivaceus","T2P3","Medium","Fire",2
"263","GEF","Seca","Cesar","S_C_MA_38","Vireonidae","Vireo olivaceus","T2P3","Medium","Fire",2
"264","GEF","Seca","Cesar","S_C_MA_36","Thraupidae","Volatinia jacarina","T2P3","Medium","Fire",2
"265","GEF","Lluviosa","Cesar","L_C_MA_2","Furnariidae","Xiphorhynchus susurrans","T2P3","Medium","Fire",2
"266","GEF","Lluviosa","Cesar","L_C_MA_3","Furnariidae","Xiphorhynchus susurrans","T2P3","Medium","Fire",1
"267","GEF","Lluviosa","Cesar","L_C_MA_4","Furnariidae","Xiphorhynchus susurrans","T2P3","Medium","Fire",1
"268","GEF","Lluviosa","Cesar","L_C_MA_5","Furnariidae","Xiphorhynchus susurrans","T2P3","Medium","Fire",1
"269","GEF","Lluviosa","Cesar","L_C_MA_6","Furnariidae","Xiphorhynchus susurrans","T2P3","Medium","Fire",1
"270","GEF","Seca","Cesar","S_C_MA_36","Furnariidae","Xiphorhynchus susurrans","T2P3","Medium","Fire",2
"271","GEF","Seca","Valle del Cauca","S_V_AA_6","Trochilidae","Amazilia saucerottei","T1P2","High","High",1
"272","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Trochilidae","Amazilia tzacatl","T1P2","High","High",1
"273","GEF","Seca","Tolima","S_T_AA_25","Psittacidae","Amazona ochrocephala","T1P2","High","High",2
"274","GEF","Lluviosa","Tolima","L_T_AA_22","Tyrannidae","Atalotriccus pilaris","T1P2","High","High",1
"275","GEF","Lluviosa","Tolima","L_T_AA_23","Tyrannidae","Atalotriccus pilaris","T1P2","High","High",1
"276","GEF","Seca","Tolima","S_T_AA_24","Tyrannidae","Atalotriccus pilaris","T1P2","High","High",1
"277","GEF","Seca","Tolima","S_T_AA_25","Tyrannidae","Atalotriccus pilaris","T1P2","High","High",1
"278","GEF","Seca","Tolima","S_T_AA_26","Tyrannidae","Atalotriccus pilaris","T1P2","High","High",4
"279","GEF","Seca","Tolima","S_T_AA_27","Tyrannidae","Atalotriccus pilaris","T1P2","High","High",1
"280","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Tyrannidae","Attila spadiceus","T1P2","High","High",1
"281","GEF","Lluviosa","Tolima","L_T_AA_23","Parulidae","Basileuterus rufifrons","T1P2","High","High",1
"282","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Parulidae","Basileuterus rufifrons","T1P2","High","High",1
"283","GEF","Seca","Tolima","S_T_AA_25","Parulidae","Basileuterus rufifrons","T1P2","High","High",2
"284","GEF","Seca","Tolima","S_T_AA_27","Parulidae","Basileuterus rufifrons","T1P2","High","High",1
"285","GEF","Seca","Valle del Cauca","S_V_AA_5","Ardeidae","Bubulcus ibis","T1P2","High","High",9
"286","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Tyrannidae","Camptostoma obsoletum","T1P2","High","High",1
"287","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Tyrannidae","Camptostoma obsoletum","T1P2","High","High",1
"288","GEF","Seca","Tolima","S_T_AA_24","Tyrannidae","Camptostoma obsoletum","T1P2","High","High",1
"289","GEF","Seca","Tolima","S_T_AA_27","Tyrannidae","Camptostoma obsoletum","T1P2","High","High",2
"290","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Cathartidae","Cathartes aura","T1P2","High","High",1
"291","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Turdidae","Catharus aurantiirostris","T1P2","High","High",1
"292","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Turdidae","Catharus ustulatus","T1P2","High","High",1
"293","GEF","Seca","Tolima","S_T_AA_27","Furnariidae","Certhiaxis cinnamomeus","T1P2","High","High",1
"294","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Apodidae","Chaetura cinereiventris","T1P2","High","High",2
"295","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Thraupidae","Chlorophanes spiza","T1P2","High","High",1
"296","GEF","Seca","Tolima","S_T_AA_27","Trochilidae","Chlorostilbon gibsoni","T1P2","High","High",1
"297","GEF","Lluviosa","Tolima","L_T_AA_22","Icteridae","Chrysomus icterocephalus","T1P2","High","High",1
"298","GEF","Seca","Tolima","S_T_AA_27","Icteridae","Chrysomus icterocephalus","T1P2","High","High",1
"299","GEF","Lluviosa","Tolima","L_T_AA_22","Columbidae","Claravis pretiosa","T1P2","High","High",1
"300","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Tyrannidae","Cnemotriccus fuscatus","T1P2","High","High",1
"301","GEF","Seca","Tolima","S_T_AA_26","Tyrannidae","Cnemotriccus fuscatus","T1P2","High","High",1
"302","GEF","Seca","Tolima","S_T_AA_27","Tyrannidae","Cnemotriccus fuscatus","T1P2","High","High",1
"303","GEF","Lluviosa","Tolima","L_T_AA_22","Thraupidae","Coereba flaveola","T1P2","High","High",1
"304","GEF","Lluviosa","Tolima","L_T_AA_23","Thraupidae","Coereba flaveola","T1P2","High","High",1
"305","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Thraupidae","Coereba flaveola","T1P2","High","High",1
"306","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Thraupidae","Coereba flaveola","T1P2","High","High",2
"307","GEF","Seca","Valle del Cauca","S_V_AA_11","Thraupidae","Coereba flaveola","T1P2","High","High",1
"308","GEF","Seca","Valle del Cauca","S_V_AA_6","Thraupidae","Coereba flaveola","T1P2","High","High",1
"309","GEF","Lluviosa","Tolima","L_T_AA_22","Odontophoridae","Colinus cristatus","T1P2","High","High",1
"310","GEF","Seca","Tolima","S_T_AA_26","Columbidae","Columbina minuta","T1P2","High","High",2
"311","GEF","Lluviosa","Tolima","L_T_AA_22","Columbidae","Columbina talpacoti","T1P2","High","High",5
"312","GEF","Seca","Tolima","S_T_AA_27","Columbidae","Columbina talpacoti","T1P2","High","High",1
"313","GEF","Seca","Tolima","S_T_AA_25","Tyrannidae","Contopus virens","T1P2","High","High",1
"314","GEF","Seca","Tolima","S_T_AA_26","Tyrannidae","Contopus virens","T1P2","High","High",1
"315","GEF","Lluviosa","Tolima","L_T_AA_22","Cuculidae","Crotophaga ani","T1P2","High","High",5
"316","GEF","Seca","Tolima","S_T_AA_27","Cuculidae","Crotophaga ani","T1P2","High","High",2
"317","GEF","Seca","Valle del Cauca","S_V_AA_6","Tinamidae","Crypturellus soui","T1P2","High","High",1
"318","GEF","Lluviosa","Tolima","L_T_AA_22","Corvidae","Cyanocorax affinis","T1P2","High","High",1
"319","GEF","Lluviosa","Tolima","L_T_AA_23","Corvidae","Cyanocorax affinis","T1P2","High","High",1
"320","GEF","Lluviosa","Tolima","L_T_AA_22","Vireonidae","Cyclarhis gujanensis","T1P2","High","High",1
"321","GEF","Seca","Tolima","S_T_AA_24","Anatidae","Dendrocygna autumnalis","T1P2","High","High",1
"322","GEF","Seca","Tolima","S_T_AA_25","Anatidae","Dendrocygna autumnalis","T1P2","High","High",6
"323","GEF","Seca","Tolima","S_T_AA_28","Furnariidae","Dendroplex picus","T1P2","High","High",1
"324","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Tyrannidae","Elaenia flavogaster","T1P2","High","High",1
"325","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Tyrannidae","Elaenia flavogaster","T1P2","High","High",1
"326","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Tyrannidae","Elaenia flavogaster","T1P2","High","High",3
"327","GEF","Seca","Tolima","S_T_AA_24","Tyrannidae","Elaenia flavogaster","T1P2","High","High",1
"328","GEF","Seca","Tolima","S_T_AA_25","Tyrannidae","Elaenia flavogaster","T1P2","High","High",1
"329","GEF","Seca","Tolima","S_T_AA_26","Tyrannidae","Elaenia flavogaster","T1P2","High","High",1
"330","GEF","Seca","Tolima","S_T_AA_27","Tyrannidae","Elaenia flavogaster","T1P2","High","High",1
"331","GEF","Seca","Valle del Cauca","S_V_AA_5","Tyrannidae","Elaenia flavogaster","T1P2","High","High",2
"332","GEF","Seca","Tolima","S_T_AA_25","Thraupidae","Euphonia concinna","T1P2","High","High",1
"333","GEF","Lluviosa","Tolima","L_T_AA_22","Thraupidae","Euphonia laniirostris","T1P2","High","High",1
"334","GEF","Lluviosa","Tolima","L_T_AA_23","Thraupidae","Euphonia laniirostris","T1P2","High","High",1
"335","GEF","Seca","Tolima","S_T_AA_26","Thraupidae","Euphonia laniirostris","T1P2","High","High",1
"336","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Thraupidae","Euphonia xanthogaster","T1P2","High","High",1
"337","GEF","Seca","Tolima","S_T_AA_25","Psittacidae","Eupsittula pertinax","T1P2","High","High",6
"338","GEF","Lluviosa","Tolima","L_T_AA_22","Tyrannidae","Euscarthmus meloryphus","T1P2","High","High",1
"339","GEF","Seca","Tolima","S_T_AA_24","Tyrannidae","Euscarthmus meloryphus","T1P2","High","High",1
"340","GEF","Seca","Tolima","S_T_AA_26","Tyrannidae","Euscarthmus meloryphus","T1P2","High","High",2
"341","GEF","Seca","Tolima","S_T_AA_26","Falconidae","Falco sparverius","T1P2","High","High",1
"342","GEF","Lluviosa","Tolima","L_T_AA_22","Thamnophilidae","Formicivora intermedia","T1P2","High","High",2
"343","GEF","Seca","Tolima","S_T_AA_25","Thamnophilidae","Formicivora intermedia","T1P2","High","High",1
"344","GEF","Seca","Tolima","S_T_AA_26","Thamnophilidae","Formicivora intermedia","T1P2","High","High",1
"345","GEF","Seca","Tolima","S_T_AA_24","Psittacidae","Forpus conspicillatus","T1P2","High","High",1
"346","GEF","Seca","Tolima","S_T_AA_25","Psittacidae","Forpus conspicillatus","T1P2","High","High",4
"347","GEF","Seca","Tolima","S_T_AA_26","Psittacidae","Forpus conspicillatus","T1P2","High","High",1
"348","GEF","Seca","Tolima","S_T_AA_27","Psittacidae","Forpus conspicillatus","T1P2","High","High",4
"349","GEF","Lluviosa","Tolima","L_T_AA_23","Galbulidae","Galbula ruficauda","T1P2","High","High",1
"350","GEF","Seca","Tolima","S_T_AA_26","Strigidae","Glaucidium brasilianum","T1P2","High","High",1
"351","GEF","Seca","Tolima","S_T_AA_24","Tyrannidae","Hemitriccus margaritaceiventer","T1P2","High","High",1
"352","GEF","Seca","Tolima","S_T_AA_28","Tyrannidae","Hemitriccus margaritaceiventer","T1P2","High","High",1
"353","GEF","Lluviosa","Valle del Cauca","L_V_AA_11","Troglodytidae","Henicorhina leucophrys","T1P2","High","High",1
"354","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Troglodytidae","Henicorhina leucophrys","T1P2","High","High",2
"355","GEF","Seca","Valle del Cauca","S_V_AA_5","Troglodytidae","Henicorhina leucosticta","T1P2","High","High",1
"356","GEF","Seca","Valle del Cauca","S_V_AA_6","Troglodytidae","Henicorhina leucosticta","T1P2","High","High",2
"357","GEF","Lluviosa","Tolima","L_T_AA_22","Hirundinidae","Hirundo rustica","T1P2","High","High",4
"358","GEF","Lluviosa","Tolima","L_T_AA_23","Vireonidae","Hylophilus flavipes","T1P2","High","High",1
"359","GEF","Seca","Tolima","S_T_AA_24","Vireonidae","Hylophilus flavipes","T1P2","High","High",1
"360","GEF","Seca","Tolima","S_T_AA_25","Vireonidae","Hylophilus flavipes","T1P2","High","High",1
"361","GEF","Seca","Tolima","S_T_AA_26","Vireonidae","Hylophilus flavipes","T1P2","High","High",1
"362","GEF","Seca","Valle del Cauca","S_V_AA_5","Vireonidae","Hylophilus flavipes","T1P2","High","High",1
"363","GEF","Seca","Valle del Cauca","S_V_AA_6","Vireonidae","Hylophilus flavipes","T1P2","High","High",1
"364","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Icteridae","Icterus chrysater","T1P2","High","High",1
"365","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Icteridae","Icterus chrysater","T1P2","High","High",2
"366","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Icteridae","Icterus chrysater","T1P2","High","High",1
"367","GEF","Seca","Tolima","S_T_AA_26","Icteridae","Icterus mesomelas","T1P2","High","High",1
"368","GEF","Seca","Valle del Cauca","S_V_AA_5","Icteridae","Icterus mesomelas","T1P2","High","High",1
"369","GEF","Seca","Valle del Cauca","S_V_AA_6","Icteridae","Icterus mesomelas","T1P2","High","High",1
"370","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Furnariidae","Lepidocolaptes souleyetii","T1P2","High","High",1
"371","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Tyrannidae","Leptopogon amaurocephalus","T1P2","High","High",1
"372","GEF","Seca","Valle del Cauca","S_V_AA_11","Tyrannidae","Leptopogon amaurocephalus","T1P2","High","High",1
"373","GEF","Lluviosa","Tolima","L_T_AA_22","Columbidae","Leptotila verreauxi","T1P2","High","High",1
"374","GEF","Lluviosa","Tolima","L_T_AA_23","Columbidae","Leptotila verreauxi","T1P2","High","High",1
"375","GEF","Seca","Tolima","S_T_AA_25","Columbidae","Leptotila verreauxi","T1P2","High","High",1
"376","GEF","Seca","Tolima","S_T_AA_26","Columbidae","Leptotila verreauxi","T1P2","High","High",1
"377","GEF","Seca","Tolima","S_T_AA_27","Columbidae","Leptotila verreauxi","T1P2","High","High",2
"378","GEF","Seca","Tolima","S_T_AA_28","Columbidae","Leptotila verreauxi","T1P2","High","High",2
"379","GEF","Seca","Valle del Cauca","S_V_AA_6","Columbidae","Leptotila verreauxi","T1P2","High","High",2
"380","GEF","Lluviosa","Valle del Cauca","L_V_AA_11","Pipridae","Manacus manacus","T1P2","High","High",2
"381","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Pipridae","Manacus manacus","T1P2","High","High",4
"382","GEF","Seca","Valle del Cauca","S_V_AA_11","Pipridae","Manacus manacus","T1P2","High","High",1
"383","GEF","Seca","Valle del Cauca","S_V_AA_6","Pipridae","Manacus manacus","T1P2","High","High",1
"384","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Tyrannidae","Megarynchus pitangua","T1P2","High","High",1
"385","GEF","Seca","Tolima","S_T_AA_26","Tyrannidae","Megarynchus pitangua","T1P2","High","High",1
"386","GEF","Lluviosa","Tolima","L_T_AA_23","Picidae","Melanerpes rubricapillus","T1P2","High","High",1
"387","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Picidae","Melanerpes rubricapillus","T1P2","High","High",1
"388","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Picidae","Melanerpes rubricapillus","T1P2","High","High",1
"389","GEF","Seca","Tolima","S_T_AA_25","Picidae","Melanerpes rubricapillus","T1P2","High","High",1
"390","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Troglodytidae","Microcerculus marginatus","T1P2","High","High",1
"391","GEF","Seca","Tolima","S_T_AA_26","Falconidae","Milvago chimachima","T1P2","High","High",2
"392","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Mimidae","Mimus gilvus","T1P2","High","High",1
"393","GEF","Seca","Tolima","S_T_AA_26","Mimidae","Mimus gilvus","T1P2","High","High",1
"394","GEF","Seca","Valle del Cauca","S_V_AA_5","Icteridae","Molothrus bonariensis","T1P2","High","High",2
"395","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Tyrannidae","Myiarchus apicalis","T1P2","High","High",1
"396","GEF","Seca","Tolima","S_T_AA_25","Tyrannidae","Myiarchus apicalis","T1P2","High","High",3
"397","GEF","Lluviosa","Valle del Cauca","L_V_AA_11","Tyrannidae","Myiozetetes cayanensis","T1P2","High","High",2
"398","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Tyrannidae","Myiozetetes cayanensis","T1P2","High","High",2
"399","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Tyrannidae","Myiozetetes cayanensis","T1P2","High","High",1
"400","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Tyrannidae","Myiozetetes cayanensis","T1P2","High","High",1
"401","GEF","Seca","Tolima","S_T_AA_27","Tyrannidae","Myiozetetes cayanensis","T1P2","High","High",1
"402","GEF","Seca","Tolima","S_T_AA_26","Bucconidae","Notharchus hyperrhynchus ","T1P2","High","High",1
"403","GEF","Lluviosa","Valle del Cauca","L_V_AA_11","Tyrannidae","Ornithion brunneicapillus","T1P2","High","High",2
"404","GEF","Seca","Valle del Cauca","S_V_AA_6","Tyrannidae","Ornithion brunneicapillus","T1P2","High","High",1
"405","GEF","Seca","Valle del Cauca","S_V_AA_5","Cracidae","Ortalis columbiana","T1P2","High","High",1
"406","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Tityridae","Pachyramphus rufus ","T1P2","High","High",1
"407","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Columbidae","Patagioenas cayennensis","T1P2","High","High",1
"408","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Columbidae","Patagioenas cayennensis","T1P2","High","High",1
"409","GEF","Seca","Valle del Cauca","S_V_AA_5","Columbidae","Patagioenas cayennensis","T1P2","High","High",1
"410","GEF","Lluviosa","Tolima","L_T_AA_22","Tyrannidae","Phaeomyias murina","T1P2","High","High",1
"411","GEF","Lluviosa","Valle del Cauca","L_V_AB_4","Tyrannidae","Phaeomyias murina","T1P2","High","High",1
"412","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Tyrannidae","Phaeomyias murina","T1P2","High","High",1
"413","GEF","Seca","Tolima","S_T_AA_26","Tyrannidae","Phaeomyias murina","T1P2","High","High",1
"414","GEF","Seca","Tolima","S_T_AA_27","Tyrannidae","Phaeomyias murina","T1P2","High","High",1
"415","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Troglodytidae","Pheugopedius fasciatoventris","T1P2","High","High",1
"416","GEF","Seca","Valle del Cauca","S_V_AA_5","Troglodytidae","Pheugopedius mystacalis","T1P2","High","High",1
"417","GEF","Seca","Valle del Cauca","S_V_AA_11","Tyrannidae","Phyllomyias griseiceps","T1P2","High","High",1
"418","GEF","Seca","Valle del Cauca","S_V_AA_5","Tyrannidae","Phyllomyias griseiceps","T1P2","High","High",1
"419","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Cuculidae","Piaya cayana","T1P2","High","High",1
"420","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Cuculidae","Piaya cayana","T1P2","High","High",1
"421","GEF","Seca","Tolima","S_T_AA_25","Psittacidae","Pionus menstruus","T1P2","High","High",1
"422","GEF","Lluviosa","Tolima","L_T_AA_22","Cardinalidae","Piranga flava","T1P2","High","High",1
"423","GEF","Lluviosa","Valle del Cauca","L_V_AA_11","Cardinalidae","Piranga flava","T1P2","High","High",1
"424","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Cardinalidae","Piranga flava","T1P2","High","High",1
"425","GEF","Seca","Valle del Cauca","S_V_AA_11","Cardinalidae","Piranga flava","T1P2","High","High",1
"426","GEF","Lluviosa","Valle del Cauca","L_V_AA_11","Tyrannidae","Pitangus sulphuratus","T1P2","High","High",2
"427","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Tyrannidae","Pitangus sulphuratus","T1P2","High","High",1
"428","GEF","Seca","Tolima","S_T_AA_27","Tyrannidae","Pitangus sulphuratus","T1P2","High","High",1
"429","GEF","Seca","Valle del Cauca","S_V_AA_5","Tyrannidae","Pitangus sulphuratus","T1P2","High","High",1
"430","GEF","Lluviosa","Valle del Cauca","L_V_AA_11","Tyrannidae","Poecilotriccus sylvia","T1P2","High","High",1
"431","GEF","Lluviosa","Valle del Cauca","L_V_AA_8","Tyrannidae","Poecilotriccus sylvia","T1P2","High","High",1
"432","GEF","Lluviosa","Valle del Cauca","L_V_AM_5","Tyrannidae","Poecilotriccus sylvia","T1P2","High","High",1
"433","GEF","Seca","Tolima","S_T_AA_26","Tyrannidae","Poecilotriccus sylvia","T1P2","High","High",1
"434","GEF","Seca","Valle del Cauca","S_V_AA_5","Tyrannidae","Poecilotriccus sylvia","T1P2","High","High",1
"435","GEF","Lluviosa","Tolima","L_T_AA_22","Polioptilidae","Polioptila plumbea","T1P2","High","High",1
