"","Departamento","Estacion","Familia","Especie","PlotAsoc","Trans_c","individuos"
"3491","Bolívar","Lluviosa","Tyrannidae","Ornithion brunneicapillus","T1P3","Medium",1
"3492","Cesar","Lluviosa","Tyrannidae","Ornithion brunneicapillus","T1P3","Medium",1
"3493","Huila","Lluviosa","Cracidae","Ortalis columbiana","T1P3","Medium",2
"3494","Bolívar","Lluviosa","Cracidae","Ortalis garrula","T1P3","Medium",2
"3495","Bolívar","Seca","Cracidae","Ortalis garrula","T1P3","Medium",2
"3496","Bolívar","Lluviosa","Tityridae","Pachyramphus cinnamomeus","T1P3","Medium",1
"3497","Cesar","Lluviosa","Tityridae","Pachyramphus cinnamomeus","T1P3","Medium",2
"3498","Huila","Lluviosa","Tityridae","Pachyramphus cinnamomeus","T1P3","Medium",1
"3499","Cesar","Lluviosa","Tityridae","Pachyramphus polychopterus","T1P3","Medium",1
"3500","Bolívar","Seca","Tityridae","Pachyramphus polychopterus","T1P3","Medium",1
"3501","Guajira","Lluviosa","Parulidae","Parkesia noveboracensis","T1P3","Medium",1
"3502","Huila","Lluviosa","Columbidae","Patagioenas cayennensis","T1P3","Medium",1
"3503","Huila","Seca","Columbidae","Patagioenas cayennensis","T1P3","Medium",9
"3504","Cesar","Lluviosa","Tyrannidae","Phaeomyias murina","T1P3","Medium",1
"3505","Huila","Lluviosa","Tyrannidae","Phaeomyias murina","T1P3","Medium",1
"3506","Huila","Seca","Tyrannidae","Phaeomyias murina","T1P3","Medium",1
"3507","Guajira","Lluviosa","Trochilidae","Phaethornis anthophilus","T1P3","Medium",1
"3508","Bolívar","Seca","Trochilidae","Phaethornis anthophilus","T1P3","Medium",3
"3509","Huila","Seca","Trochilidae","Phaethornis anthophilus","T1P3","Medium",1
"3510","Bolívar","Lluviosa","Troglodytidae","Pheugopedius fasciatoventris","T1P3","Medium",1
"3511","Cesar","Lluviosa","Troglodytidae","Pheugopedius fasciatoventris","T1P3","Medium",1
"3512","Huila","Lluviosa","Troglodytidae","Pheugopedius fasciatoventris","T1P3","Medium",3
"3513","Cesar","Lluviosa","Tyrannidae","Philohydor lictor","T1P3","Medium",1
"3514","Bolívar","Seca","Tyrannidae","Phyllomyias griseiceps","T1P3","Medium",2
"3515","Cesar","Seca","Tyrannidae","Phyllomyias nigrocapillus","T1P3","Medium",2
"3516","Bolívar","Lluviosa","Cuculidae","Piaya cayana","T1P3","Medium",1
"3517","Cesar","Lluviosa","Cuculidae","Piaya cayana","T1P3","Medium",1
"3518","Huila","Seca","Cuculidae","Piaya cayana","T1P3","Medium",2
"3519","Bolívar","Lluviosa","Picidae","Picumnus cinnamomeus","T1P3","Medium",1
"3520","Guajira","Lluviosa","Picidae","Picumnus cinnamomeus","T1P3","Medium",2
"3521","Huila","Lluviosa","Picidae","Picumnus cinnamomeus","T1P3","Medium",1
"3522","Bolívar","Lluviosa","Psittacidae","Pionus menstruus","T1P3","Medium",2
"3523","Cesar","Lluviosa","Psittacidae","Pionus menstruus","T1P3","Medium",3
"3524","Bolívar","Seca","Psittacidae","Pionus menstruus","T1P3","Medium",2
"3525","Cesar","Seca","Psittacidae","Pionus menstruus","T1P3","Medium",3
"3526","Bolívar","Lluviosa","Cardinalidae","Piranga rubra","T1P3","Medium",2
"3527","Cesar","Lluviosa","Tyrannidae","Pitangus sulphuratus","T1P3","Medium",4
"3528","Huila","Lluviosa","Tyrannidae","Pitangus sulphuratus","T1P3","Medium",1
"3529","Cesar","Seca","Tyrannidae","Pitangus sulphuratus","T1P3","Medium",1
"3530","Bolívar","Seca","Tyrannidae","Poecilotriccus sylvia","T1P3","Medium",1
"3531","Huila","Lluviosa","Polioptilidae","Polioptila plumbea","T1P3","Medium",1
"3532","Bolívar","Lluviosa","Icteridae","Psarocolius decumanus","T1P3","Medium",2
"3533","Cesar","Lluviosa","Icteridae","Psarocolius decumanus","T1P3","Medium",11
"3534","Bolívar","Seca","Icteridae","Psarocolius decumanus","T1P3","Medium",3
"3535","Cesar","Seca","Icteridae","Psarocolius decumanus","T1P3","Medium",1
"3536","Guajira","Lluviosa","Psittacidae","Psittacara wagleri","T1P3","Medium",3
"3537","Bolívar","Lluviosa","Ramphastidae","Ramphastos sulfuratus","T1P3","Medium",1
"3538","Cesar","Lluviosa","Ramphastidae","Ramphastos sulfuratus","T1P3","Medium",6
"3539","Bolívar","Seca","Ramphastidae","Ramphastos sulfuratus","T1P3","Medium",3
"3540","Cesar","Seca","Ramphastidae","Ramphastos sulfuratus","T1P3","Medium",4
"3541","Huila","Lluviosa","Polioptilidae","Ramphocaenus melanurus","T1P3","Medium",1
"3542","Huila","Seca","Polioptilidae","Ramphocaenus melanurus","T1P3","Medium",2
"3543","Bolívar","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T1P3","Medium",4
"3544","Cesar","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T1P3","Medium",11
"3545","Huila","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T1P3","Medium",1
"3546","Bolívar","Seca","Thraupidae","Ramphocelus dimidiatus","T1P3","Medium",1
"3547","Cesar","Seca","Thraupidae","Ramphocelus dimidiatus","T1P3","Medium",1
"3548","Huila","Seca","Thraupidae","Ramphocelus dimidiatus","T1P3","Medium",3
"3549","Cesar","Lluviosa","Thraupidae","Rhodinocichla rosea","T1P3","Medium",1
"3550","Cesar","Seca","Thraupidae","Rhodinocichla rosea","T1P3","Medium",1
"3551","Bolívar","Lluviosa","Accipitridae","Rupornis magnirostris","T1P3","Medium",1
"3552","Cesar","Lluviosa","Accipitridae","Rupornis magnirostris","T1P3","Medium",2
"3553","Huila","Lluviosa","Accipitridae","Rupornis magnirostris","T1P3","Medium",2
"3554","Cesar","Seca","Accipitridae","Rupornis magnirostris","T1P3","Medium",2
"3555","Huila","Seca","Accipitridae","Rupornis magnirostris","T1P3","Medium",2
"3556","Cesar","Seca","Cardinalidae","Saltator coerulescens","T1P3","Medium",1
"3557","Bolívar","Lluviosa","Cardinalidae","Saltator maximus","T1P3","Medium",1
"3558","Cesar","Lluviosa","Cardinalidae","Saltator maximus","T1P3","Medium",7
"3559","Guajira","Lluviosa","Cardinalidae","Saltator maximus","T1P3","Medium",1
"3560","Cesar","Seca","Cardinalidae","Saltator maximus","T1P3","Medium",2
"3561","Bolívar","Lluviosa","Cardinalidae","Saltator striatipectus","T1P3","Medium",1
"3562","Cesar","Lluviosa","Cardinalidae","Saltator striatipectus","T1P3","Medium",6
"3563","Huila","Lluviosa","Cardinalidae","Saltator striatipectus","T1P3","Medium",2
"3564","Cesar","Seca","Cardinalidae","Saltator striatipectus","T1P3","Medium",1
"3565","Huila","Seca","Cardinalidae","Saltator striatipectus","T1P3","Medium",4
"3566","Guajira","Seca","Tityridae","Schiffornis veraepacis","T1P3","Medium",1
"3567","Cesar","Seca","Parulidae","Setophaga petechia","T1P3","Medium",1
"3568","Cesar","Lluviosa","Parulidae","Setophaga pitiayumi","T1P3","Medium",1
"3569","Bolívar","Seca","Parulidae","Setophaga pitiayumi","T1P3","Medium",1
"3570","Guajira","Seca","Parulidae","Setophaga pitiayumi","T1P3","Medium",1
"3571","Guajira","Lluviosa","Parulidae","Setophaga ruticilla","T1P3","Medium",1
"3572","Bolívar","Seca","Parulidae","Setophaga ruticilla","T1P3","Medium",3
"3573","Huila","Seca","Furnariidae","Sittasomus griseicapillus","T1P3","Medium",2
"3574","Cesar","Lluviosa","Accipitridae","Spizaetus ornatus","T1P3","Medium",1
"3575","Cesar","Seca","Thraupidae","Sporophila nigricollis","T1P3","Medium",1
"3576","Cesar","Lluviosa","Furnariidae","Synallaxis albescens","T1P3","Medium",1
"3577","Cesar","Seca","Furnariidae","Synallaxis albescens","T1P3","Medium",1
"3578","Huila","Seca","Furnariidae","Synallaxis albescens","T1P3","Medium",1
"3579","Huila","Lluviosa","Furnariidae","Synallaxis brachyura","T1P3","Medium",2
"3580","Bolívar","Lluviosa","Thraupidae","Tachyphonus luctuosus","T1P3","Medium",1
"3581","Huila","Seca","Thraupidae","Tachyphonus luctuosus","T1P3","Medium",1
"3582","Bolívar","Lluviosa","Cuculidae","Tapera naevia","T1P3","Medium",2
"3583","Cesar","Lluviosa","Cuculidae","Tapera naevia","T1P3","Medium",1
"3584","Huila","Lluviosa","Cuculidae","Tapera naevia","T1P3","Medium",1
"3585","Cesar","Seca","Cuculidae","Tapera naevia","T1P3","Medium",2
"3586","Huila","Seca","Cuculidae","Tapera naevia","T1P3","Medium",2
"3587","Bolívar","Seca","Thamnophilidae","Taraba major","T1P3","Medium",2
"3588","Guajira","Lluviosa","Tyrannidae","Terenotriccus erythrurus","T1P3","Medium",1
"3589","Cesar","Lluviosa","Thraupidae","Tersina viridis","T1P3","Medium",6
"3590","Guajira","Lluviosa","Thraupidae","Tersina viridis","T1P3","Medium",1
"3591","Guajira","Lluviosa","Trochilidae","Thalurania colombica","T1P3","Medium",1
"3592","Bolívar","Seca","Thamnophilidae","Thamnophilus atrinucha","T1P3","Medium",1
"3593","Huila","Seca","Thamnophilidae","Thamnophilus atrinucha","T1P3","Medium",2
"3594","Cesar","Lluviosa","Thamnophilidae","Thamnophilus doliatus","T1P3","Medium",1
"3595","Huila","Lluviosa","Thamnophilidae","Thamnophilus doliatus","T1P3","Medium",2
"3596","Cesar","Seca","Thamnophilidae","Thamnophilus doliatus","T1P3","Medium",3
"3597","Huila","Seca","Thamnophilidae","Thamnophilus doliatus","T1P3","Medium",1
"3598","Bolívar","Lluviosa","Thraupidae","Thraupis episcopus","T1P3","Medium",3
"3599","Cesar","Lluviosa","Thraupidae","Thraupis episcopus","T1P3","Medium",4
"3600","Huila","Lluviosa","Thraupidae","Thraupis episcopus","T1P3","Medium",1
"3601","Cesar","Seca","Thraupidae","Thraupis episcopus","T1P3","Medium",1
"3602","Huila","Seca","Thraupidae","Thraupis episcopus","T1P3","Medium",4
"3603","Bolívar","Lluviosa","Thraupidae","Thraupis palmarum","T1P3","Medium",3
"3604","Huila","Lluviosa","Thraupidae","Thraupis palmarum","T1P3","Medium",1
"3605","Bolívar","Seca","Thraupidae","Thraupis palmarum","T1P3","Medium",4
"3606","Cesar","Lluviosa","Troglodytidae","Thryophilus rufalbus","T1P3","Medium",6
"3607","Guajira","Lluviosa","Troglodytidae","Thryophilus rufalbus","T1P3","Medium",2
"3608","Bolívar","Seca","Troglodytidae","Thryophilus rufalbus","T1P3","Medium",2
"3609","Cesar","Seca","Troglodytidae","Thryophilus rufalbus","T1P3","Medium",2
"3610","Guajira","Seca","Troglodytidae","Thryophilus rufalbus","T1P3","Medium",1
"3611","Bolívar","Lluviosa","Tyrannidae","Todirostrum cinereum ","T1P3","Medium",1
"3612","Huila","Seca","Tyrannidae","Todirostrum cinereum ","T1P3","Medium",1
"3613","Bolívar","Lluviosa","Tyrannidae","Todirostrum nigriceps","T1P3","Medium",2
"3614","Cesar","Seca","Tyrannidae","Todirostrum nigriceps","T1P3","Medium",1
"3615","Bolívar","Lluviosa","Tyrannidae","Tolmomyias flaviventris","T1P3","Medium",2
"3616","Bolívar","Seca","Tyrannidae","Tolmomyias flaviventris","T1P3","Medium",4
"3617","Cesar","Seca","Tyrannidae","Tolmomyias flaviventris","T1P3","Medium",1
"3618","Bolívar","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T1P3","Medium",1
"3619","Cesar","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T1P3","Medium",3
"3620","Guajira","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T1P3","Medium",1
"3621","Bolívar","Seca","Tyrannidae","Tolmomyias sulphurescens","T1P3","Medium",5
"3622","Cesar","Seca","Tyrannidae","Tolmomyias sulphurescens","T1P3","Medium",1
"3623","Huila","Seca","Tyrannidae","Tolmomyias sulphurescens","T1P3","Medium",1
"3624","Cesar","Lluviosa","Troglodytidae","Troglodytes aedon","T1P3","Medium",1
"3625","Huila","Lluviosa","Troglodytidae","Troglodytes aedon","T1P3","Medium",2
"3626","Cesar","Seca","Troglodytidae","Troglodytes aedon","T1P3","Medium",1
"3627","Bolívar","Lluviosa","Turdidae","Turdus ignobilis","T1P3","Medium",1
"3628","Cesar","Lluviosa","Turdidae","Turdus ignobilis","T1P3","Medium",3
"3629","Cesar","Lluviosa","Turdidae","Turdus leucomelas","T1P3","Medium",4
"3630","Huila","Lluviosa","Turdidae","Turdus leucomelas","T1P3","Medium",1
"3631","Bolívar","Seca","Turdidae","Turdus leucomelas","T1P3","Medium",1
"3632","Huila","Seca","Turdidae","Turdus leucomelas","T1P3","Medium",1
"3633","Bolívar","Lluviosa","Tyrannidae","Tyrannulus elatus","T1P3","Medium",1
"3634","Cesar","Lluviosa","Tyrannidae","Tyrannulus elatus","T1P3","Medium",3
"3635","Guajira","Lluviosa","Tyrannidae","Tyrannulus elatus","T1P3","Medium",1
"3636","Huila","Lluviosa","Tyrannidae","Tyrannulus elatus","T1P3","Medium",1
"3637","Bolívar","Seca","Tyrannidae","Tyrannulus elatus","T1P3","Medium",2
"3638","Cesar","Seca","Tyrannidae","Tyrannulus elatus","T1P3","Medium",1
"3639","Huila","Seca","Tyrannidae","Tyrannulus elatus","T1P3","Medium",7
"3640","Cesar","Lluviosa","Tyrannidae","Tyrannus melancholicus","T1P3","Medium",1
"3641","Bolívar","Seca","Tyrannidae","Tyrannus melancholicus","T1P3","Medium",2
"3642","Huila","Lluviosa","Picidae","Veniliornis kirkii","T1P3","Medium",2
"3643","Bolívar","Lluviosa","Vireonidae","Vireo olivaceus","T1P3","Medium",1
"3644","Cesar","Lluviosa","Vireonidae","Vireo olivaceus","T1P3","Medium",2
"3645","Guajira","Lluviosa","Vireonidae","Vireo olivaceus","T1P3","Medium",1
"3646","Huila","Lluviosa","Vireonidae","Vireo olivaceus","T1P3","Medium",1
"3647","Cesar","Lluviosa","Thraupidae","Volatinia jacarina","T1P3","Medium",1
"3648","Huila","Lluviosa","Thraupidae","Volatinia jacarina","T1P3","Medium",1
"3649","Bolívar","Lluviosa","Furnariidae","Xenops minutus","T1P3","Medium",1
"3650","Guajira","Lluviosa","Furnariidae","Xenops minutus","T1P3","Medium",1
"3651","Bolívar","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T1P3","Medium",3
"3652","Cesar","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T1P3","Medium",2
"3653","Huila","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T1P3","Medium",3
"3654","Cesar","Seca","Furnariidae","Xiphorhynchus susurrans","T1P3","Medium",2
"3655","Guajira","Seca","Furnariidae","Xiphorhynchus susurrans","T1P3","Medium",1
"3656","Huila","Lluviosa","Columbidae","Zenaida auriculata","T1P3","Medium",1
"3657","Cesar","Seca","Psittacidae","Amazona ochrocephala","T2P1","Medium",1
"3658","Cesar","Seca","Ardeidae","Ardea alba","T2P1","Medium",1
"3659","Cesar","Seca","Emberizidae","Arremonops conirostris","T2P1","Medium",1
"3660","Cesar","Lluviosa","Tyrannidae","Atalotriccus pilaris","T2P1","Medium",6
"3661","Cesar","Seca","Tyrannidae","Atalotriccus pilaris","T2P1","Medium",6
"3662","Cesar","Lluviosa","Parulidae","Basileuterus rufifrons","T2P1","Medium",2
"3663","Cesar","Seca","Psittacidae","Brotogeris jugularis","T2P1","Medium",10
"3664","Cesar","Seca","Accipitridae","Buteo nitidus","T2P1","Medium",1
"3665","Cesar","Lluviosa","Troglodytidae","Campylorhynchus griseus","T2P1","Medium",4
"3666","Cesar","Seca","Troglodytidae","Campylorhynchus griseus","T2P1","Medium",4
"3667","Cesar","Lluviosa","Troglodytidae","Cantorchilus leucotis","T2P1","Medium",2
"3668","Cesar","Seca","Troglodytidae","Cantorchilus leucotis","T2P1","Medium",1
"3669","Cesar","Lluviosa","Tyrannidae","Capsiempis flaveola","T2P1","Medium",3
"3670","Cesar","Seca","Tyrannidae","Capsiempis flaveola","T2P1","Medium",4
"3671","Cesar","Seca","Apodidae","Chaetura cinereiventris","T2P1","Medium",3
"3672","Cesar","Seca","Apodidae","Chaetura spinicaudus","T2P1","Medium",1
"3673","Cesar","Lluviosa","Pipridae","Chiroxiphia lanceolata","T2P1","Medium",2
"3674","Cesar","Seca","Pipridae","Chiroxiphia lanceolata","T2P1","Medium",4
"3675","Cesar","Seca","Trochilidae","Chlorostilbon gibsoni","T2P1","Medium",1
"3676","Cesar","Lluviosa","Columbidae","Claravis pretiosa","T2P1","Medium",1
"3677","Cesar","Seca","Odontophoridae","Colinus cristatus","T2P1","Medium",3
"3678","Cesar","Lluviosa","Thraupidae","Conirostrum leucogenys","T2P1","Medium",2
"3679","Cesar","Seca","Corvidae","Cyanocorax affinis","T2P1","Medium",1
"3680","Cesar","Seca","Vireonidae","Cyclarhis gujanensis","T2P1","Medium",1
"3681","Cesar","Lluviosa","Furnariidae","Dendroplex picus","T2P1","Medium",1
"3682","Cesar","Seca","Furnariidae","Dendroplex picus","T2P1","Medium",1
"3683","Cesar","Lluviosa","Picidae","Dryocopus lineatus","T2P1","Medium",2
"3684","Cesar","Seca","Picidae","Dryocopus lineatus","T2P1","Medium",2
"3685","Cesar","Lluviosa","Tyrannidae","Elaenia chiriquensis","T2P1","Medium",1
"3686","Cesar","Lluviosa","Thraupidae","Eucometis penicillata","T2P1","Medium",2
"3687","Cesar","Lluviosa","Thraupidae","Euphonia laniirostris","T2P1","Medium",1
"3688","Cesar","Seca","Psittacidae","Eupsittula pertinax","T2P1","Medium",1
"3689","Cesar","Lluviosa","Thamnophilidae","Formicivora intermedia","T2P1","Medium",3
"3690","Cesar","Seca","Thamnophilidae","Formicivora intermedia","T2P1","Medium",2
"3691","Cesar","Seca","Strigidae","Glaucidium brasilianum","T2P1","Medium",1
"3692","Cesar","Lluviosa","Trochilidae","Glaucis hirsutus","T2P1","Medium",1
"3693","Cesar","Lluviosa","Tyrannidae","Hemitriccus margaritaceiventer","T2P1","Medium",1
"3694","Cesar","Lluviosa","Vireonidae","Hylophilus flavipes","T2P1","Medium",4
"3695","Cesar","Seca","Vireonidae","Hylophilus flavipes","T2P1","Medium",9
"3696","Cesar","Seca","Icteridae","Icterus mesomelas","T2P1","Medium",1
"3697","Cesar","Seca","Tyrannidae","Inezia caudata","T2P1","Medium",2
"3698","Cesar","Lluviosa","Tyrannidae","Leptopogon amaurocephalus","T2P1","Medium",1
"3699","Cesar","Seca","Tyrannidae","Leptopogon amaurocephalus","T2P1","Medium",3
"3700","Cesar","Lluviosa","Columbidae","Leptotila verreauxi","T2P1","Medium",1
"3701","Cesar","Seca","Columbidae","Leptotila verreauxi","T2P1","Medium",4
"3702","Cesar","Lluviosa","Pipridae","Manacus manacus","T2P1","Medium",2
"3703","Cesar","Lluviosa","Tyrannidae","Megarynchus pitangua","T2P1","Medium",1
"3704","Cesar","Seca","Picidae","Melanerpes rubricapillus","T2P1","Medium",1
"3705","Cesar","Lluviosa","Falconidae","Milvago chimachima","T2P1","Medium",1
"3706","Cesar","Seca","Falconidae","Milvago chimachima","T2P1","Medium",3
"3707","Cesar","Lluviosa","Tyrannidae","Myiarchus tuberculifer","T2P1","Medium",1
"3708","Cesar","Seca","Tyrannidae","Myiarchus venezuelensis","T2P1","Medium",1
"3709","Cesar","Lluviosa","Tyrannidae","Myiopagis gaimardii","T2P1","Medium",2
"3710","Cesar","Seca","Tyrannidae","Myiopagis gaimardii","T2P1","Medium",1
"3711","Cesar","Seca","Tyrannidae","Myiopagis viridicata","T2P1","Medium",1
"3712","Cesar","Lluviosa","Thamnophilidae","Myrmeciza longipes","T2P1","Medium",5
"3713","Cesar","Seca","Thamnophilidae","Myrmeciza longipes","T2P1","Medium",9
"3714","Cesar","Lluviosa","Thraupidae","Nemosia pileata","T2P1","Medium",2
"3715","Cesar","Lluviosa","Bucconidae","Notharchus hyperrhynchus ","T2P1","Medium",1
"3716","Cesar","Lluviosa","Tyrannidae","Ornithion brunneicapillus","T2P1","Medium",3
"3717","Cesar","Seca","Cracidae","Ortalis garrula","T2P1","Medium",1
"3718","Cesar","Seca","Columbidae","Patagioenas cayennensis","T2P1","Medium",4
"3719","Cesar","Seca","Tyrannidae","Phyllomyias griseiceps","T2P1","Medium",2
"3720","Cesar","Seca","Cuculidae","Piaya cayana","T2P1","Medium",2
"3721","Cesar","Lluviosa","Picidae","Picumnus cinnamomeus","T2P1","Medium",1
"3722","Cesar","Lluviosa","Psittacidae","Pionus menstruus","T2P1","Medium",3
"3723","Cesar","Seca","Psittacidae","Pionus menstruus","T2P1","Medium",10
"3724","Cesar","Seca","Tyrannidae","Pitangus sulphuratus","T2P1","Medium",4
"3725","Cesar","Lluviosa","Tyrannidae","Poecilotriccus sylvia","T2P1","Medium",1
"3726","Cesar","Seca","Tyrannidae","Poecilotriccus sylvia","T2P1","Medium",3
"3727","Cesar","Seca","Polioptilidae","Polioptila plumbea","T2P1","Medium",4
"3728","Cesar","Seca","Hirundinidae","Progne tapera","T2P1","Medium",3
"3729","Cesar","Seca","Icteridae","Psarocolius decumanus","T2P1","Medium",3
"3730","Cesar","Lluviosa","Ramphastidae","Ramphastos sulfuratus","T2P1","Medium",2
"3731","Cesar","Lluviosa","Polioptilidae","Ramphocaenus melanurus","T2P1","Medium",3
"3732","Cesar","Seca","Polioptilidae","Ramphocaenus melanurus","T2P1","Medium",1
"3733","Cesar","Lluviosa","Thraupidae","Rhodinocichla rosea","T2P1","Medium",2
"3734","Cesar","Lluviosa","Accipitridae","Rupornis magnirostris","T2P1","Medium",1
"3735","Cesar","Seca","Accipitridae","Rupornis magnirostris","T2P1","Medium",2
"3736","Cesar","Seca","Cardinalidae","Saltator coerulescens","T2P1","Medium",1
"3737","Cesar","Seca","Furnariidae","Sittasomus griseicapillus","T2P1","Medium",3
"3738","Cesar","Seca","Apodidae","Streptoprocne zonaris","T2P1","Medium",3
"3739","Cesar","Lluviosa","Thraupidae","Tachyphonus luctuosus","T2P1","Medium",2
"3740","Cesar","Seca","Cuculidae","Tapera naevia","T2P1","Medium",4
"3741","Cesar","Seca","Thamnophilidae","Thamnophilus atrinucha","T2P1","Medium",3
"3742","Cesar","Seca","Thamnophilidae","Thamnophilus doliatus","T2P1","Medium",1
"3743","Cesar","Seca","Thraupidae","Thraupis episcopus","T2P1","Medium",1
"3744","Cesar","Seca","Troglodytidae","Thryophilus rufalbus","T2P1","Medium",3
"3745","Cesar","Seca","Tyrannidae","Tolmomyias flaviventris","T2P1","Medium",4
"3746","Cesar","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T2P1","Medium",4
"3747","Cesar","Seca","Tyrannidae","Tolmomyias sulphurescens","T2P1","Medium",5
"3748","Cesar","Lluviosa","Troglodytidae","Troglodytes aedon","T2P1","Medium",1
"3749","Cesar","Lluviosa","Tyrannidae","Tyrannulus elatus","T2P1","Medium",1
"3750","Cesar","Seca","Tyrannidae","Tyrannus melancholicus","T2P1","Medium",3
"3751","Cesar","Seca","Charadriidae","Vanellus chilensis","T2P1","Medium",1
"3752","Cesar","Seca","Vireonidae","Vireo leucophrys","T2P1","Medium",1
"3753","Cesar","Lluviosa","Vireonidae","Vireo olivaceus","T2P1","Medium",1
"3754","Cesar","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T2P1","Medium",1
"3755","Cesar","Seca","Furnariidae","Xiphorhynchus susurrans","T2P1","Medium",3
"3756","Cesar","Lluviosa","Emberizidae","Arremon schlegeli","T2P2","Medium",2
"3757","Cesar","Lluviosa","Tyrannidae","Atalotriccus pilaris","T2P2","Medium",1
"3758","Cesar","Seca","Tyrannidae","Atalotriccus pilaris","T2P2","Medium",1
"3759","Cesar","Lluviosa","Parulidae","Basileuterus rufifrons","T2P2","Medium",2
"3760","Cesar","Seca","Parulidae","Basileuterus rufifrons","T2P2","Medium",2
"3761","Cesar","Lluviosa","Psittacidae","Brotogeris jugularis","T2P2","Medium",8
"3762","Cesar","Seca","Accipitridae","Busarellus nigricollis ","T2P2","Medium",1
"3763","Cesar","Lluviosa","Accipitridae","Buteo nitidus","T2P2","Medium",1
"3764","Cesar","Seca","Tyrannidae","Camptostoma obsoletum","T2P2","Medium",1
"3765","Cesar","Lluviosa","Troglodytidae","Campylorhynchus griseus","T2P2","Medium",2
"3766","Cesar","Seca","Troglodytidae","Cantorchilus leucotis","T2P2","Medium",2
"3767","Cesar","Lluviosa","Tyrannidae","Capsiempis flaveola","T2P2","Medium",2
"3768","Cesar","Seca","Tyrannidae","Capsiempis flaveola","T2P2","Medium",1
"3769","Cesar","Lluviosa","Pipridae","Chiroxiphia lanceolata","T2P2","Medium",2
"3770","Cesar","Seca","Pipridae","Chiroxiphia lanceolata","T2P2","Medium",3
"3771","Cesar","Seca","Tyrannidae","Contopus virens","T2P2","Medium",1
"3772","Cesar","Lluviosa","Tinamidae","Crypturellus soui","T2P2","Medium",2
"3773","Cesar","Seca","Tinamidae","Crypturellus soui","T2P2","Medium",2
"3774","Cesar","Seca","Corvidae","Cyanocorax affinis","T2P2","Medium",2
"3775","Cesar","Lluviosa","Furnariidae","Dendroplex picus","T2P2","Medium",1
"3776","Cesar","Seca","Tyrannidae","Elaenia flavogaster","T2P2","Medium",1
"3777","Cesar","Lluviosa","Thraupidae","Euphonia laniirostris","T2P2","Medium",1
"3778","Cesar","Lluviosa","Tyrannidae","Euscarthmus meloryphus","T2P2","Medium",1
"3779","Cesar","Lluviosa","Thamnophilidae","Formicivora intermedia","T2P2","Medium",1
"3780","Cesar","Seca","Thamnophilidae","Formicivora intermedia","T2P2","Medium",1
"3781","Cesar","Lluviosa","Psittacidae","Forpus conspicillatus","T2P2","Medium",4
"3782","Cesar","Lluviosa","Galbulidae","Galbula ruficauda","T2P2","Medium",2
"3783","Cesar","Seca","Galbulidae","Galbula ruficauda","T2P2","Medium",1
"3784","Cesar","Seca","Trochilidae","Glaucis hirsutus","T2P2","Medium",1
"3785","Cesar","Seca","Trochilidae","Hylocharis cyanus","T2P2","Medium",1
"3786","Cesar","Lluviosa","Vireonidae","Hylophilus flavipes","T2P2","Medium",5
"3787","Cesar","Seca","Vireonidae","Hylophilus flavipes","T2P2","Medium",4
"3788","Cesar","Lluviosa","Icteridae","Icterus chrysater","T2P2","Medium",1
"3789","Cesar","Lluviosa","Trochilidae","Lepidopyga goudoti","T2P2","Medium",1
"3790","Cesar","Lluviosa","Columbidae","Leptotila verreauxi","T2P2","Medium",1
"3791","Cesar","Seca","Columbidae","Leptotila verreauxi","T2P2","Medium",1
"3792","Cesar","Seca","Tyrannidae","Machetornis rixosa","T2P2","Medium",1
"3793","Cesar","Lluviosa","Momotidae","Momotus subrufescens","T2P2","Medium",1
"3794","Cesar","Seca","Tyrannidae","Myiarchus crinitus","T2P2","Medium",1
"3795","Cesar","Seca","Tyrannidae","Myiarchus venezuelensis","T2P2","Medium",1
"3796","Cesar","Lluviosa","Tyrannidae","Myiopagis gaimardii","T2P2","Medium",4
"3797","Cesar","Lluviosa","Thamnophilidae","Myrmeciza longipes","T2P2","Medium",4
"3798","Cesar","Seca","Thamnophilidae","Myrmeciza longipes","T2P2","Medium",3
"3799","Cesar","Seca","Thraupidae","Oryzoborus crassirostris","T2P2","Medium",1
"3800","Cesar","Lluviosa","Tityridae","Pachyramphus polychopterus","T2P2","Medium",4
"3801","Cesar","Lluviosa","Columbidae","Patagioenas cayennensis","T2P2","Medium",1
"3802","Cesar","Lluviosa","Tyrannidae","Phaeomyias murina","T2P2","Medium",1
"3803","Cesar","Seca","Picidae","Picumnus cinnamomeus","T2P2","Medium",1
"3804","Cesar","Lluviosa","Psittacidae","Pionus menstruus","T2P2","Medium",5
"3805","Cesar","Seca","Psittacidae","Pionus menstruus","T2P2","Medium",3
"3806","Cesar","Seca","Cardinalidae","Piranga flava","T2P2","Medium",1
